liga,time,jogo,jogador,posicao_x,posicao_y,velocidade,batimentos
La Liga,Real Madrid,Jogo 37,Vinicius Jr,1,92,27.2,175
Primeira Liga,Sporting CP,Jogo 37,Sebastián Coates,65,57,25.5,159
La Liga,Barcelona,Jogo 37,Robert Lewandowski,69,48,22.8,177
Brasileirão,Corinthians,Jogo 37,Yuri Alberto,34,44,34.8,156
Primeira Liga,Braga,Jogo 37,José Fonte,41,85,22.6,178
Premier League,Liverpool,Jogo 37,Trent Alexander-Arnold,44,19,27.4,154
Ligue 1,Monaco,Jogo 37,Wissam Ben Yedder,48,54,26.8,180
Premier League,Chelsea,Jogo 37,Raheem Sterling,45,57,34.7,160
La Liga,Barcelona,Jogo 37,Gavi,38,70,22.8,173
Eredivisie,Utrecht,Jogo 37,Mike van der Hoorn,69,18,28.8,158
Eredivisie,Feyenoord,Jogo 37,Calvin Stengs,4,40,28.5,153
Eredivisie,Utrecht,Jogo 37,Jens Toornstra,100,86,34.2,170
Brasileirão,Palmeiras,Jogo 37,Endrick,97,53,24.0,175
Bundesliga,Freiburg,Jogo 37,Ritsu Doan,84,78,24.0,185
Bundesliga,Borussia Dortmund,Jogo 37,Mats Hummels,68,80,25.5,173
Brasileirão,Fluminense,Jogo 37,Ganso,81,34,30.7,187
Brasileirão,Corinthians,Jogo 37,Fagner,88,65,28.3,166
Ligue 1,Monaco,Jogo 37,Caio Henrique,18,3,30.0,188
Serie A,Inter de Milão,Jogo 37,Lautaro Martínez,7,97,25.7,164
Eredivisie,AZ Alkmaar,Jogo 37,Yukinari Sugawara,32,68,29.5,173
Ligue 1,Nice,Jogo 37,Gaëtan Laborde,69,36,33.3,160
Bundesliga,Freiburg,Jogo 37,Ritsu Doan,88,36,20.4,176
Premier League,Liverpool,Jogo 37,Alisson,12,81,27.6,152
Eredivisie,PSV Eindhoven,Jogo 37,Noa Lang,31,32,31.7,163
Premier League,Arsenal,Jogo 37,Martin Ødegaard,33,92,20.1,173
Brasileirão,Fluminense,Jogo 37,Fábio,6,1,25.3,189
Serie A,Juventus,Jogo 37,Manuel Locatelli,66,13,22.5,172
Bundesliga,RB Leipzig,Jogo 37,Xavi Simons,14,4,30.9,150
Serie A,Juventus,Jogo 37,Dusan Vlahovic,75,27,32.3,188
Bundesliga,Freiburg,Jogo 37,Christian Günter,90,76,23.1,158
Serie A,Inter de Milão,Jogo 37,Lautaro Martínez,53,66,26.8,165
Brasileirão,Palmeiras,Jogo 37,Weverton,77,55,30.4,172
Primeira Liga,Benfica,Jogo 38,Alexander Bah,31,74,29.2,181
La Liga,Barcelona,Jogo 38,Robert Lewandowski,50,12,32.9,165
Primeira Liga,Porto,Jogo 38,Wendell,53,65,28.0,164
Bundesliga,Bayern Munich,Jogo 38,Jamal Musiala,81,8,33.2,168
Ligue 1,Paris Saint-Germain,Jogo 38,Warren Zaïre-Emery,34,64,31.5,152
Brasileirão,Flamengo,Jogo 38,Éverton Ribeiro,55,15,25.4,187
Bundesliga,Bayern Munich,Jogo 38,Joshua Kimmich,97,21,27.4,190
Premier League,Tottenham,Jogo 38,Cristian Romero,73,93,27.0,180
Primeira Liga,Porto,Jogo 38,Mehdi Taremi,64,5,25.7,182
Premier League,Liverpool,Jogo 38,Darwin Núñez,49,58,21.2,151
Primeira Liga,Vitória SC,Jogo 38,André Silva,54,82,24.7,154
Ligue 1,Monaco,Jogo 38,Caio Henrique,29,30,24.8,163
Ligue 1,Marseille,Jogo 38,Geoffrey Kondogbia,74,51,30.2,179
Brasileirão,Corinthians,Jogo 38,Renato Augusto,16,98,21.3,160
Bundesliga,Borussia Dortmund,Jogo 38,Julian Brandt,20,30,31.2,159
Brasileirão,Flamengo,Jogo 38,Éverton Ribeiro,81,0,28.3,153
Brasileirão,Flamengo,Jogo 38,Gabigol,31,74,33.3,181
Primeira Liga,Vitória SC,Jogo 38,Tiago Silva,28,48,27.5,179
Bundesliga,Bayer Leverkusen,Jogo 38,Victor Boniface,50,28,21.1,153
Serie A,Inter de Milão,Jogo 38,Lautaro Martínez,91,80,24.4,173
Brasileirão,Palmeiras,Jogo 38,Weverton,12,61,21.8,178
Eredivisie,PSV Eindhoven,Jogo 38,Joey Veerman,77,72,20.2,176
Brasileirão,Palmeiras,Jogo 38,Endrick,18,17,21.6,155
Brasileirão,São Paulo,Jogo 38,James Rodríguez,42,14,32.5,155
Serie A,Milan,Jogo 38,Theo Hernández,34,48,34.3,154
Bundesliga,RB Leipzig,Jogo 38,Willi Orbán,80,41,24.2,172
La Liga,Real Betis,Jogo 38,William Carvalho,89,71,28.0,165
Brasileirão,Fluminense,Jogo 38,Ganso,94,97,31.9,189
Ligue 1,Lille,Jogo 38,Yusuf Yazıcı,37,28,32.3,185
Brasileirão,Palmeiras,Jogo 38,Dudu,83,5,22.0,169
La Liga,Barcelona,Jogo 38,Jules Koundé,97,55,28.7,151
La Liga,Real Betis,Jogo 38,Juan Miranda,99,29,30.3,167
Eredivisie,Utrecht,Jogo 38,Oscar Fraulo,22,38,24.2,167
Bundesliga,Bayer Leverkusen,Jogo 38,Alejandro Grimaldo,37,56,22.2,152
Eredivisie,Twente,Jogo 38,Sem Steijn,81,6,30.9,180
Premier League,Manchester United,Jogo 38,Mason Mount,10,29,30.5,186
Primeira Liga,Porto,Jogo 38,Mehdi Taremi,61,95,34.0,156
Premier League,Liverpool,Jogo 38,Alisson,32,55,24.2,169
Eredivisie,Twente,Jogo 38,Manfred Ugalde,93,11,28.1,187
Serie A,Roma,Jogo 38,Lorenzo Pellegrini,71,97,32.4,169
Serie A,Roma,Jogo 38,Gianluca Mancini,16,96,25.0,189
Ligue 1,Lyon,Jogo 38,Rayan Cherki,64,10,22.5,155
Premier League,Arsenal,Jogo 38,Gabriel Martinelli,76,28,27.5,167
Brasileirão,Corinthians,Jogo 38,Yuri Alberto,72,100,21.9,153
La Liga,Real Betis,Jogo 38,Isco,15,15,33.1,182
Bundesliga,Freiburg,Jogo 38,Roland Sallai,17,83,24.3,159
Primeira Liga,Vitória SC,Jogo 38,Tiago Silva,81,57,20.7,167
Serie A,Juventus,Jogo 38,Federico Chiesa,98,90,27.3,171
Premier League,Chelsea,Jogo 38,Thiago Silva,12,10,29.3,166
Serie A,Lazio,Jogo 38,Mattéo Guendouzi,2,48,25.4,155
Bundesliga,Borussia Dortmund,Jogo 39,Emre Can,91,47,34.7,166
Ligue 1,Paris Saint-Germain,Jogo 39,Achraf Hakimi,81,27,22.1,173
Bundesliga,Freiburg,Jogo 39,Ritsu Doan,15,96,20.5,180
Serie A,Inter de Milão,Jogo 39,Federico Dimarco,42,49,25.2,165
Bundesliga,RB Leipzig,Jogo 39,Mohamed Simakan,99,70,29.4,188
Eredivisie,AZ Alkmaar,Jogo 39,Vangelis Pavlidis,89,45,34.7,162
Primeira Liga,Sporting CP,Jogo 39,Pedro Gonçalves,1,95,22.0,173
Premier League,Manchester United,Jogo 39,Marcus Rashford,82,17,31.7,185
Eredivisie,Feyenoord,Jogo 39,Calvin Stengs,29,66,27.8,181
Brasileirão,São Paulo,Jogo 39,James Rodríguez,71,99,23.0,165
Serie A,Milan,Jogo 39,Theo Hernández,72,21,21.6,183
Serie A,Lazio,Jogo 39,Luis Alberto,87,42,23.9,170
La Liga,Real Madrid,Jogo 39,David Alaba,4,60,23.3,185
Ligue 1,Marseille,Jogo 39,Ismaïla Sarr,36,86,22.5,188
Ligue 1,Monaco,Jogo 39,Youssouf Fofana,22,83,29.9,162
Bundesliga,Wolfsburg,Jogo 39,Jonas Wind,61,39,22.9,166
Brasileirão,Atlético Mineiro,Jogo 39,Igor Gomes,25,11,32.3,186
Bundesliga,Borussia Dortmund,Jogo 39,Mats Hummels,41,61,22.5,163
Bundesliga,Borussia Dortmund,Jogo 39,Niclas Füllkrug,85,9,20.1,153
La Liga,Sevilla,Jogo 39,Nemanja Gudelj,75,80,27.9,180
Primeira Liga,Braga,Jogo 39,Simon Banza,54,72,32.2,153
Brasileirão,Atlético Mineiro,Jogo 39,Paulinho,98,78,25.5,183
Brasileirão,Fluminense,Jogo 39,Ganso,1,43,34.7,157
Ligue 1,Lyon,Jogo 39,Dejan Lovren,56,85,32.4,168
Eredivisie,Twente,Jogo 39,Michel Vlap,86,69,34.3,154
Bundesliga,Freiburg,Jogo 39,Philipp Lienhart,61,26,27.9,175
Brasileirão,São Paulo,Jogo 39,Calleri,66,59,34.5,150
Eredivisie,Twente,Jogo 39,Sem Steijn,16,36,34.9,168
La Liga,Real Betis,Jogo 39,Germán Pezzella,30,89,31.9,154
Ligue 1,Lyon,Jogo 39,Anthony Lopes,85,29,30.3,187
Ligue 1,Paris Saint-Germain,Jogo 39,Kylian Mbappé,61,79,30.7,186
Ligue 1,Lyon,Jogo 39,Maxence Caqueret,45,62,34.5,157
Primeira Liga,Braga,Jogo 39,Simon Banza,94,15,22.2,177
Brasileirão,Palmeiras,Jogo 39,Endrick,67,89,21.6,177
Premier League,Manchester City,Jogo 39,Phil Foden,62,69,21.0,153
Eredivisie,Feyenoord,Jogo 39,Quinten Timber,61,2,30.8,150
Eredivisie,AZ Alkmaar,Jogo 39,Ruben van Bommel,88,26,32.2,188
Eredivisie,Twente,Jogo 39,Sem Steijn,40,82,31.9,188
Serie A,Juventus,Jogo 39,Adrien Rabiot,69,30,27.9,173
Serie A,Juventus,Jogo 39,Adrien Rabiot,38,81,27.8,165
La Liga,Real Betis,Jogo 39,Guido Rodríguez,71,21,22.4,161
Eredivisie,Twente,Jogo 39,Ricky van Wolfswinkel,72,25,23.6,155
Premier League,Chelsea,Jogo 39,Enzo Fernández,11,1,32.6,169
Premier League,Arsenal,Jogo 39,Declan Rice,20,18,29.8,171
Brasileirão,Fluminense,Jogo 39,Fábio,12,36,33.7,163
Serie A,Roma,Jogo 39,Lorenzo Pellegrini,38,3,32.2,162
Ligue 1,Nice,Jogo 39,Dante,3,61,34.4,168
Bundesliga,Borussia Dortmund,Jogo 39,Julian Brandt,70,41,23.3,190
Primeira Liga,Vitória SC,Jogo 39,Bruno Gaspar,22,11,23.7,175
Brasileirão,Corinthians,Jogo 39,Fábio Santos,15,58,25.7,187
Premier League,Tottenham,Jogo 40,Cristian Romero,35,30,20.5,157
Bundesliga,Bayer Leverkusen,Jogo 40,Victor Boniface,31,67,24.8,154
Bundesliga,Freiburg,Jogo 40,Philipp Lienhart,76,70,32.5,166
Eredivisie,Twente,Jogo 40,Robin Pröpper,76,36,34.6,158
Premier League,Manchester City,Jogo 40,Erling Haaland,13,79,31.0,168
Brasileirão,Atlético Mineiro,Jogo 40,Éverson,54,23,27.8,157
Eredivisie,Utrecht,Jogo 40,Oscar Fraulo,63,34,30.8,151
La Liga,Real Madrid,Jogo 40,Vinicius Jr,46,72,34.9,159
Primeira Liga,Porto,Jogo 40,Evanilson,11,47,20.1,169
Premier League,Tottenham,Jogo 40,James Maddison,37,14,34.3,160
Premier League,Chelsea,Jogo 40,Raheem Sterling,41,56,31.5,182
Ligue 1,Lille,Jogo 40,Jonathan David,48,66,31.1,172
Brasileirão,Corinthians,Jogo 40,Cássio,59,68,27.6,188
Primeira Liga,Vitória SC,Jogo 40,Bruno Gaspar,72,49,33.8,186
Brasileirão,São Paulo,Jogo 40,Luciano,94,50,32.7,167
Serie A,Juventus,Jogo 40,Adrien Rabiot,53,37,23.8,176
Eredivisie,Twente,Jogo 40,Manfred Ugalde,58,77,31.9,186
Ligue 1,Lille,Jogo 40,Yusuf Yazıcı,24,41,34.4,162
Eredivisie,Feyenoord,Jogo 40,Dávid Hancko,50,98,26.1,169
Ligue 1,Lyon,Jogo 40,Anthony Lopes,45,14,24.2,184
Serie A,Napoli,Jogo 40,Giovanni Di Lorenzo,31,92,33.5,181
Primeira Liga,Vitória SC,Jogo 40,Tiago Silva,56,30,24.3,170
Ligue 1,Paris Saint-Germain,Jogo 40,Warren Zaïre-Emery,39,55,33.1,157
Bundesliga,Freiburg,Jogo 40,Vincenzo Grifo,54,87,29.3,164
Brasileirão,Palmeiras,Jogo 40,Gustavo Gómez,15,56,29.5,173
Premier League,Manchester City,Jogo 40,Phil Foden,73,89,33.3,190
Premier League,Liverpool,Jogo 40,Virgil van Dijk,87,32,20.2,152
Eredivisie,Utrecht,Jogo 40,Sam Lammers,77,83,32.6,175
Ligue 1,Nice,Jogo 40,Terem Moffi,42,47,32.0,172
Bundesliga,Borussia Dortmund,Jogo 40,Julian Brandt,30,54,33.9,159
Ligue 1,Nice,Jogo 40,Dante,100,98,20.8,154
Premier League,Manchester City,Jogo 40,Rodri,63,100,28.7,161
La Liga,Barcelona,Jogo 40,Gavi,48,4,21.3,173
Primeira Liga,Sporting CP,Jogo 40,Sebastián Coates,68,57,29.1,190
Bundesliga,Freiburg,Jogo 40,Roland Sallai,69,12,31.6,182
Primeira Liga,Braga,Jogo 40,Ricardo Horta,75,45,30.5,160
Serie A,Juventus,Jogo 40,Dusan Vlahovic,11,91,32.0,161
Bundesliga,Bayern Munich,Jogo 40,Alphonso Davies,69,7,27.2,169
Premier League,Liverpool,Jogo 40,Trent Alexander-Arnold,39,31,32.6,175
Premier League,Chelsea,Jogo 40,Thiago Silva,78,59,31.7,169
Brasileirão,São Paulo,Jogo 40,Lucas Moura,85,50,31.8,177
Bundesliga,Bayern Munich,Jogo 40,Alphonso Davies,10,24,23.6,188
Bundesliga,Borussia Dortmund,Jogo 40,Niclas Füllkrug,56,48,34.8,173
Bundesliga,Freiburg,Jogo 40,Roland Sallai,51,100,20.3,163
Brasileirão,São Paulo,Jogo 40,Luciano,53,71,27.1,154
Brasileirão,Fluminense,Jogo 40,Jhon Arias,24,36,29.3,164
Serie A,Milan,Jogo 40,Olivier Giroud,94,65,21.3,151
Serie A,Juventus,Jogo 40,Federico Chiesa,5,50,27.8,177
Bundesliga,RB Leipzig,Jogo 40,Mohamed Simakan,4,36,22.5,182
Bundesliga,Bayer Leverkusen,Jogo 40,Jonas Hofmann,75,92,28.7,168
Premier League,Manchester City,Jogo 41,Rodri,99,9,21.9,159
Brasileirão,Palmeiras,Jogo 41,Gustavo Gómez,95,66,28.1,183
Primeira Liga,Estoril,Jogo 41,João Carlos,4,83,33.9,174
Serie A,Napoli,Jogo 41,Khvicha Kvaratskhelia,0,38,25.9,170
Serie A,Milan,Jogo 41,Olivier Giroud,87,13,26.7,160
Ligue 1,Paris Saint-Germain,Jogo 41,Warren Zaïre-Emery,96,46,29.4,165
Serie A,Napoli,Jogo 41,Piotr Zieliński,33,20,23.6,185
Ligue 1,Paris Saint-Germain,Jogo 41,Kylian Mbappé,93,5,21.8,162
Ligue 1,Paris Saint-Germain,Jogo 41,Kylian Mbappé,30,93,32.2,160
La Liga,Barcelona,Jogo 41,Pedri,92,52,24.1,180
La Liga,Sevilla,Jogo 41,Lucas Ocampos,2,95,27.2,161
Premier League,Manchester City,Jogo 41,Julián Álvarez,11,2,27.4,152
Ligue 1,Monaco,Jogo 41,Caio Henrique,47,81,22.2,152
Brasileirão,Corinthians,Jogo 41,Cássio,48,43,33.2,155
Ligue 1,Lille,Jogo 41,Benjamin André,7,48,20.6,176
Serie A,Milan,Jogo 41,Mike Maignan,3,93,30.2,180
Serie A,Juventus,Jogo 41,Manuel Locatelli,63,8,21.8,172
Brasileirão,Atlético Mineiro,Jogo 41,Igor Gomes,34,11,22.1,187
La Liga,Barcelona,Jogo 41,Pedri,34,9,31.3,188
Premier League,Chelsea,Jogo 41,Raheem Sterling,78,23,26.6,177
Bundesliga,Wolfsburg,Jogo 41,Lovro Majer,15,68,34.3,172
Brasileirão,São Paulo,Jogo 41,Rafinha,70,100,21.2,181
Primeira Liga,Braga,Jogo 41,Simon Banza,13,16,30.7,190
La Liga,Real Betis,Jogo 41,Germán Pezzella,90,82,23.1,150
Serie A,Napoli,Jogo 41,Victor Osimhen,96,64,26.6,153
Eredivisie,Utrecht,Jogo 41,Taylor Booth,80,5,26.2,150
Brasileirão,Fluminense,Jogo 41,Fábio,84,85,28.0,190
Primeira Liga,Estoril,Jogo 41,João Carlos,10,12,20.4,186
Ligue 1,Monaco,Jogo 41,Youssouf Fofana,59,41,20.2,159
Bundesliga,Borussia Dortmund,Jogo 41,Emre Can,95,20,22.9,151
Brasileirão,Corinthians,Jogo 41,Fagner,95,40,32.9,190
Serie A,Lazio,Jogo 41,Alessio Romagnoli,66,31,27.5,186
Brasileirão,Atlético Mineiro,Jogo 41,Paulinho,38,13,33.1,174
Premier League,Manchester City,Jogo 41,Erling Haaland,63,14,33.6,159
La Liga,Barcelona,Jogo 41,Robert Lewandowski,66,45,29.1,152
Bundesliga,Bayer Leverkusen,Jogo 41,Jonas Hofmann,40,77,27.1,152
Primeira Liga,Braga,Jogo 41,Rodrigo Zalazar,5,35,25.4,173
Premier League,Manchester United,Jogo 41,Casemiro,44,6,26.7,170
Primeira Liga,Porto,Jogo 41,Diogo Costa,19,52,32.1,181
Serie A,Juventus,Jogo 41,Federico Chiesa,72,59,29.4,165
Premier League,Manchester United,Jogo 41,Raphaël Varane,99,57,27.3,186
Premier League,Chelsea,Jogo 41,Raheem Sterling,92,91,32.2,185
Brasileirão,São Paulo,Jogo 41,Rafinha,57,52,34.5,158
Brasileirão,São Paulo,Jogo 41,Luciano,79,31,22.1,162
Premier League,Manchester City,Jogo 41,Erling Haaland,72,45,22.1,171
Primeira Liga,Estoril,Jogo 41,João Carlos,14,40,30.7,169
Ligue 1,Lyon,Jogo 41,Alexandre Lacazette,100,17,26.8,168
Eredivisie,AZ Alkmaar,Jogo 41,Dani de Wit,43,40,25.8,177
La Liga,Atlético Madrid,Jogo 41,Antoine Griezmann,22,19,25.3,185
La Liga,Atlético Madrid,Jogo 41,Antoine Griezmann,30,16,27.8,167
Premier League,Arsenal,Jogo 42,Gabriel Martinelli,41,73,21.3,185
Eredivisie,Twente,Jogo 42,Sem Steijn,92,40,31.0,168
Bundesliga,RB Leipzig,Jogo 42,Dani Olmo,8,23,30.8,172
Ligue 1,Lyon,Jogo 42,Dejan Lovren,63,23,26.7,174
Brasileirão,Palmeiras,Jogo 42,Weverton,67,7,29.6,156
Ligue 1,Paris Saint-Germain,Jogo 42,Ousmane Dembélé,41,90,25.6,185
Bundesliga,Bayer Leverkusen,Jogo 42,Alejandro Grimaldo,68,46,30.1,163
La Liga,Barcelona,Jogo 42,Gavi,32,67,28.9,159
Eredivisie,Ajax,Jogo 42,Steven Berghuis,75,59,21.0,177
Serie A,Milan,Jogo 42,Mike Maignan,77,63,31.3,179
Brasileirão,Fluminense,Jogo 42,Ganso,93,27,30.1,160
Primeira Liga,Estoril,Jogo 42,Cassiano,84,77,25.7,158
Eredivisie,Utrecht,Jogo 42,Oscar Fraulo,52,41,21.2,180
Ligue 1,Marseille,Jogo 42,Ismaïla Sarr,80,23,27.7,152
Brasileirão,Corinthians,Jogo 42,Fábio Santos,35,38,33.3,190
Eredivisie,PSV Eindhoven,Jogo 42,Ismael Saibari,91,35,21.1,179
La Liga,Sevilla,Jogo 42,Ivan Rakitić,47,91,31.1,150
Ligue 1,Lyon,Jogo 42,Anthony Lopes,74,6,22.6,166
Eredivisie,PSV Eindhoven,Jogo 42,Noa Lang,18,23,30.2,160
Bundesliga,Borussia Dortmund,Jogo 42,Marco Reus,53,43,26.5,160
Premier League,Manchester United,Jogo 42,Bruno Fernandes,60,87,25.1,165
Serie A,Napoli,Jogo 42,Victor Osimhen,48,17,22.1,156
Eredivisie,Twente,Jogo 42,Manfred Ugalde,45,70,31.2,160
Ligue 1,Lyon,Jogo 42,Alexandre Lacazette,14,38,25.4,179
Primeira Liga,Benfica,Jogo 42,Alexander Bah,89,4,27.7,183
La Liga,Real Madrid,Jogo 42,Vinicius Jr,75,6,25.2,163
Premier League,Manchester United,Jogo 42,Marcus Rashford,39,72,29.3,162
La Liga,Real Madrid,Jogo 42,Vinicius Jr,4,15,27.8,175
Eredivisie,Utrecht,Jogo 42,Oscar Fraulo,2,24,22.5,171
Ligue 1,Monaco,Jogo 42,Youssouf Fofana,3,6,22.3,155
Ligue 1,Paris Saint-Germain,Jogo 42,Achraf Hakimi,78,26,28.1,165
Primeira Liga,Estoril,Jogo 42,Morlaye Sylla,10,46,33.8,190
La Liga,Real Betis,Jogo 42,Guido Rodríguez,23,25,25.4,152
La Liga,Villarreal,Jogo 42,Gerard Moreno,9,22,33.5,156
Brasileirão,Flamengo,Jogo 42,Éverton Ribeiro,45,80,22.1,155
Bundesliga,Bayern Munich,Jogo 42,Harry Kane,65,83,33.0,158
Serie A,Lazio,Jogo 42,Ciro Immobile,11,3,21.9,165
Serie A,Lazio,Jogo 42,Ciro Immobile,29,19,33.5,150
Brasileirão,Palmeiras,Jogo 42,Raphael Veiga,97,64,29.1,158
Premier League,Liverpool,Jogo 42,Darwin Núñez,82,61,23.4,168
Primeira Liga,Estoril,Jogo 42,Morlaye Sylla,3,20,32.5,162
La Liga,Barcelona,Jogo 42,Robert Lewandowski,89,75,20.9,188
Eredivisie,AZ Alkmaar,Jogo 42,Dani de Wit,26,58,27.3,156
Brasileirão,São Paulo,Jogo 42,Calleri,36,71,27.1,166
Serie A,Lazio,Jogo 42,Sergej Milinković-Savić,64,91,28.8,150
Serie A,Napoli,Jogo 42,Victor Osimhen,61,3,22.6,158
Ligue 1,Marseille,Jogo 42,Pierre-Emerick Aubameyang,4,60,34.0,155
Premier League,Manchester City,Jogo 42,Kevin De Bruyne,84,71,29.9,168
Bundesliga,RB Leipzig,Jogo 42,Loïs Openda,85,5,22.6,183
La Liga,Real Betis,Jogo 42,Isco,59,85,22.5,180
Bundesliga,Bayer Leverkusen,Jogo 43,Alejandro Grimaldo,88,19,27.3,186
Premier League,Liverpool,Jogo 43,Mohamed Salah,73,6,30.3,170
Serie A,Inter de Milão,Jogo 43,Benjamin Pavard,2,25,28.3,158
Eredivisie,Ajax,Jogo 43,Steven Berghuis,71,19,33.9,161
La Liga,Atlético Madrid,Jogo 43,Antoine Griezmann,99,85,28.7,163
Eredivisie,Feyenoord,Jogo 43,Quinten Timber,49,99,26.8,175
Brasileirão,Flamengo,Jogo 43,Bruno Henrique,82,87,31.7,170
Premier League,Arsenal,Jogo 43,Bukayo Saka,13,82,29.5,187
Eredivisie,Utrecht,Jogo 43,Jens Toornstra,49,82,27.3,152
Primeira Liga,Vitória SC,Jogo 43,Jota Silva,85,41,20.7,160
Eredivisie,PSV Eindhoven,Jogo 43,Luuk de Jong,3,62,34.2,181
La Liga,Barcelona,Jogo 43,Jules Koundé,12,1,27.6,173
Serie A,Inter de Milão,Jogo 43,Federico Dimarco,98,85,27.9,166
Brasileirão,Flamengo,Jogo 43,Pedro,21,99,28.7,188
Brasileirão,São Paulo,Jogo 43,Rafinha,0,10,31.1,158
Eredivisie,Feyenoord,Jogo 43,Lutsharel Geertruida,32,18,31.1,153
Serie A,Napoli,Jogo 43,Giovanni Di Lorenzo,17,60,28.2,171
La Liga,Real Madrid,Jogo 43,Rodrygo,16,98,29.1,173
Bundesliga,RB Leipzig,Jogo 43,Xavi Simons,62,92,24.0,187
Primeira Liga,Sporting CP,Jogo 43,Sebastián Coates,76,85,33.7,166
Bundesliga,Bayer Leverkusen,Jogo 43,Victor Boniface,67,57,28.9,176
Serie A,Napoli,Jogo 43,Victor Osimhen,72,12,27.9,168
La Liga,Barcelona,Jogo 43,Jules Koundé,93,92,22.7,150
Premier League,Tottenham,Jogo 43,James Maddison,73,47,31.8,152
Bundesliga,Bayern Munich,Jogo 43,Jamal Musiala,84,99,20.9,167
Ligue 1,Paris Saint-Germain,Jogo 43,Ousmane Dembélé,64,13,30.3,174
La Liga,Real Madrid,Jogo 43,Vinicius Jr,56,30,23.0,157
Premier League,Manchester United,Jogo 43,Mason Mount,87,100,28.4,162
Premier League,Manchester City,Jogo 43,Rodri,28,39,27.0,180
Serie A,Napoli,Jogo 43,Piotr Zieliński,9,72,34.0,164
La Liga,Sevilla,Jogo 43,Nemanja Gudelj,2,1,28.6,181
Premier League,Arsenal,Jogo 43,Declan Rice,72,91,32.6,155
Bundesliga,Bayer Leverkusen,Jogo 43,Jonas Hofmann,39,50,27.0,178
Ligue 1,Nice,Jogo 43,Jean-Clair Todibo,5,40,33.5,163
Eredivisie,AZ Alkmaar,Jogo 43,Vangelis Pavlidis,30,57,29.0,163
Eredivisie,Feyenoord,Jogo 43,Dávid Hancko,58,76,31.4,180
Eredivisie,Twente,Jogo 43,Robin Pröpper,79,31,33.6,188
Primeira Liga,Porto,Jogo 43,Evanilson,60,39,33.9,157
Premier League,Manchester United,Jogo 43,Bruno Fernandes,89,1,28.1,167
La Liga,Villarreal,Jogo 43,Pau Torres,40,66,23.2,172
La Liga,Real Madrid,Jogo 43,Vinicius Jr,24,8,33.4,169
Bundesliga,RB Leipzig,Jogo 43,Loïs Openda,43,100,29.8,179
Brasileirão,Palmeiras,Jogo 43,Gustavo Gómez,31,92,31.3,176
La Liga,Villarreal,Jogo 43,Raúl Albiol,41,97,20.3,150
Brasileirão,Corinthians,Jogo 43,Fábio Santos,26,38,24.0,160
Premier League,Manchester City,Jogo 43,Phil Foden,19,7,25.5,151
Premier League,Tottenham,Jogo 43,Destiny Udogie,55,49,21.6,190
Serie A,Inter de Milão,Jogo 43,Nicolò Barella,78,15,29.2,172
Eredivisie,AZ Alkmaar,Jogo 43,Vangelis Pavlidis,7,62,29.7,157
Bundesliga,RB Leipzig,Jogo 43,Willi Orbán,24,98,31.4,154
Primeira Liga,Vitória SC,Jogo 44,Jota Silva,75,7,28.0,189
Bundesliga,Bayer Leverkusen,Jogo 44,Jonas Hofmann,85,87,21.4,157
Serie A,Inter de Milão,Jogo 44,Hakan Çalhanoğlu,22,78,34.9,168
Premier League,Arsenal,Jogo 44,Declan Rice,96,58,33.6,151
Premier League,Chelsea,Jogo 44,Mykhailo Mudryk,9,42,33.4,161
Premier League,Manchester City,Jogo 44,Kevin De Bruyne,72,17,23.8,165
Bundesliga,Wolfsburg,Jogo 44,Patrick Wimmer,23,25,26.5,165
Ligue 1,Marseille,Jogo 44,Pierre-Emerick Aubameyang,19,47,28.2,175
Primeira Liga,Benfica,Jogo 44,Ángel Di María,8,86,34.5,166
La Liga,Atlético Madrid,Jogo 44,Antoine Griezmann,66,53,23.0,190
Serie A,Roma,Jogo 44,Bryan Cristante,44,100,22.0,159
Brasileirão,São Paulo,Jogo 44,James Rodríguez,26,5,27.7,188
Eredivisie,Feyenoord,Jogo 44,Santiago Giménez,45,57,33.1,174
Primeira Liga,Vitória SC,Jogo 44,Bruno Gaspar,95,5,26.3,162
Brasileirão,Atlético Mineiro,Jogo 44,Igor Gomes,13,41,31.7,163
Ligue 1,Nice,Jogo 44,Sofiane Diop,9,76,27.2,170
La Liga,Sevilla,Jogo 44,Ivan Rakitić,91,32,34.7,150
Premier League,Arsenal,Jogo 44,Martin Ødegaard,94,82,25.6,181
Primeira Liga,Estoril,Jogo 44,Cassiano,32,99,21.4,188
Ligue 1,Lille,Jogo 44,Leny Yoro,29,70,27.0,181
Premier League,Manchester United,Jogo 44,Raphaël Varane,31,1,34.7,173
Serie A,Lazio,Jogo 44,Ciro Immobile,90,59,24.3,155
Primeira Liga,Porto,Jogo 44,Evanilson,87,77,23.2,189
Premier League,Manchester City,Jogo 44,Julián Álvarez,74,84,29.3,167
Primeira Liga,Sporting CP,Jogo 44,Marcus Edwards,88,69,29.9,165
La Liga,Sevilla,Jogo 44,Nemanja Gudelj,87,82,25.3,165
Premier League,Manchester City,Jogo 44,Phil Foden,13,32,33.1,156
Premier League,Tottenham,Jogo 44,Cristian Romero,13,20,30.0,156
Serie A,Lazio,Jogo 44,Alessio Romagnoli,61,63,28.1,175
Primeira Liga,Benfica,Jogo 44,Ángel Di María,94,62,26.2,188
